Name,Accepted name,Climate match,Naturalized in FL,FL noxious weed list,Federal noxious weed list,Naturalized somewhere,Weedy history,Global occurrences
Festuca myuros var. genuina,Festuca myuros,no,yes,no,no,yes,yes,0
Festuca pseudomyuros,Festuca myuros,no,yes,no,no,yes,yes,1
Mygalurus caudatus,Festuca myuros,no,yes,no,no,yes,yes,0
Vulpia longivaginata,Festuca myuros,no,yes,no,no,yes,yes,0
Vulpia major,Festuca myuros,no,yes,no,no,yes,yes,0
Vulpia muralis,Festuca myuros,no,yes,no,no,yes,yes,6368
Vulpia myuros,Festuca myuros,no,yes,no,no,yes,yes,70170
Vulpia myuros subsp. pseudomyuros,Festuca myuros,no,yes,no,no,yes,yes,1
Vulpia myuros var. pseudomyuros,Festuca myuros,no,yes,no,no,yes,yes,0
Vulpia pseudomyuros,Festuca myuros,no,yes,no,no,yes,yes,0
Vulpia reclinata,Festuca myuros,no,yes,no,no,yes,yes,0
Vulpia vaginata,Festuca myuros,no,yes,no,no,yes,yes,0
Ficus microcarpus,Ficus microcarpus,yes,no,no,no,no,no,0
Filipendula kamtschatica,Filipendula kamtschatica,yes,no,no,no,no,yes,101
Filipendula rubra,Filipendula rubra,no,no,no,no,yes,yes,295
Filipendula ulmaria,Filipendula ulmaria,yes,no,no,no,yes,yes,552321
Filipendula vulgaris,Filipendula vulgaris,yes,no,no,no,yes,yes,67784
Fimbristylis bisumbellata,Fimbristylis bisumbellata,yes,no,no,no,yes,yes,695
Flemingia lineata,Flemingia lineata,yes,no,no,no,yes,no,544
Flemingia macrophylla,Flemingia macrophylla,yes,no,no,no,yes,yes,774
Flemingia prostrata,Flemingia prostrata,no,no,no,no,no,no,19
Flemingia strobilifera,Flemingia strobilifera,yes,no,no,no,yes,yes,664
Fragaria vesca,Fragaria vesca,yes,no,no,no,yes,yes,347344
Fragaria viridis,Fragaria viridis,yes,no,no,no,no,no,37046
Frankenia laevis,Frankenia laevis,no,no,no,no,yes,yes,2762
Frankenia pulverulenta,Frankenia pulverulenta,no,no,no,no,yes,yes,4843
Fraxinus uhdei,Fraxinus uhdei,yes,no,no,no,yes,yes,861
Freesia alba,Freesia alba,yes,yes,no,no,yes,yes,0
Freesia refracta var. alba,Freesia alba,yes,yes,no,no,yes,yes,0
Freesia sparrmannii var. alba,Freesia alba,yes,yes,no,no,yes,yes,0
Anomatheca cruenta,Freesia laxa,no,yes,no,no,yes,yes,1
Anomatheca laxa,Freesia laxa,no,yes,no,no,yes,yes,21
Freesia cruenta,Freesia laxa,no,yes,no,no,yes,yes,0
Freesia laxa,Freesia laxa,no,yes,no,no,yes,yes,601
Gladiolus laxus,Freesia laxa,no,yes,no,no,yes,yes,0
Lapeirousia cruenta,Freesia laxa,no,yes,no,no,yes,yes,3
Lapeirousia laxa,Freesia laxa,no,yes,no,no,yes,yes,2
Meristostigma laxa,Freesia laxa,no,yes,no,no,yes,yes,0
Fuchsia coccinea,Fuchsia coccinea,yes,no,no,no,yes,yes,18
Fumaria agraria,Fumaria agraria,yes,no,no,no,yes,yes,710
Fumaria bastardii,Fumaria bastardii,no,no,no,no,yes,yes,4325
Fumaria densiflora,Fumaria densiflora,yes,no,no,no,yes,yes,3799
Fumaria kralikii,Fumaria kralikii,yes,no,no,no,yes,no,177
Fumaria officinalis,Fumaria officinalis,no,no,no,no,yes,yes,102032
Fumaria petteri,Fumaria petteri,yes,no,no,no,yes,no,343
Fumaria martinii,Fumaria reuteri,yes,no,no,no,yes,yes,9
Fumaria reuteri,Fumaria reuteri,yes,no,no,no,yes,yes,908
Fumaria schleicheri,Fumaria schleicheri,yes,no,no,no,yes,yes,1039
Fumaria sepium,Fumaria sepium,no,no,no,no,yes,yes,219
Gagea granulosa,Gagea granulosa,no,no,no,no,no,no,73
Gagea arvensis,Gagea minima,yes,no,no,no,yes,yes,0
Gagea minima,Gagea minima,yes,no,no,no,yes,yes,11750
Gahnia aspera subsp. globosa,Gahnia aspera subsp. globosa,yes,no,no,no,yes,no,2
Galactites tomentosa,Galactites tomentosa,yes,no,no,no,yes,yes,13569
Galanthus alpinus,Galanthus alpinus,yes,no,no,no,yes,yes,89
Galanthus plicatus,Galanthus plicatus,yes,no,no,no,yes,yes,183
Galanthus reginae-olgae,Galanthus reginae-olgae,yes,no,no,no,yes,yes,16
Galanthus woronowii,Galanthus woronowii,no,no,no,no,yes,no,762
Galarhoeus sareptanus,Galarhoeus sareptanus,no,no,no,no,no,no,0
Galatella dracunculoides,Galatella dracunculoides,no,no,no,no,no,yes,5
Galatella sedifolia subsp. dracunculoides,Galatella sedifolia subsp. dracunculoides,no,no,no,no,yes,no,61
Galega officinalis,Galega officinalis,yes,no,yes,yes,yes,yes,10580
Galega orientalis,Galega orientalis,yes,no,no,no,yes,yes,1155
Galeobdolon argentatum,Galeobdolon argentatum,no,no,no,no,no,yes,5080
Galeopsis speciosa,Galeopsis speciosa,yes,no,no,no,yes,yes,45148
Galeopsis tetrahit,Galeopsis tetrahit,yes,no,no,no,yes,yes,260379
Galinsoga parviflora,Galinsoga parviflora,yes,no,no,no,yes,yes,34170
Adventina ciliata,Galinsoga quadriradiata,yes,yes,no,no,yes,yes,0
Ageratum perplexans,Galinsoga quadriradiata,yes,yes,no,no,yes,yes,0
Baziasa urticifolia,Galinsoga quadriradiata,yes,yes,no,no,yes,yes,0
Galinsoga aristulata,Galinsoga quadriradiata,yes,yes,no,no,yes,yes,9
Galinsoga bicolorata,Galinsoga quadriradiata,yes,yes,no,no,yes,yes,0
Galinsoga brachystephana,Galinsoga quadriradiata,yes,yes,no,no,yes,yes,1
Galinsoga caracasana,Galinsoga quadriradiata,yes,yes,no,no,yes,yes,43
Galinsoga ciliata,Galinsoga quadriradiata,yes,yes,no,no,yes,yes,8771
Galinsoga ciliata forma vargasiana,Galinsoga quadriradiata,yes,yes,no,no,yes,yes,0
Galinsoga eligulata,Galinsoga quadriradiata,yes,yes,no,no,yes,yes,1
Galinsoga hispida,Galinsoga quadriradiata,yes,yes,no,no,yes,yes,1
Galinsoga hispida,Galinsoga quadriradiata,yes,yes,no,no,yes,yes,1
Galinsoga hispida var. purpurascens,Galinsoga quadriradiata,yes,yes,no,no,yes,yes,0
Galinsoga humboldtii,Galinsoga quadriradiata,yes,yes,no,no,yes,yes,0
Galinsoga parviflora forma discoidea,Galinsoga quadriradiata,yes,yes,no,no,yes,yes,0
Galinsoga parviflora var. caracasana,Galinsoga quadriradiata,yes,yes,no,no,yes,yes,0
Galinsoga parviflora var. hispida,Galinsoga quadriradiata,yes,yes,no,no,yes,yes,5
Galinsoga parviflora var. hispida,Galinsoga quadriradiata,yes,yes,no,no,yes,yes,5
Galinsoga parviflora var. quadriradiata,Galinsoga quadriradiata,yes,yes,no,no,yes,yes,0
Galinsoga quadriradiata,Galinsoga quadriradiata,yes,yes,no,no,yes,yes,61314
Galinsoga quadriradiata forma albiflora,Galinsoga quadriradiata,yes,yes,no,no,yes,yes,0
Galinsoga quadriradiata forma purpurascens,Galinsoga quadriradiata,yes,yes,no,no,yes,yes,0
Galinsoga quadriradiata forma vargasiana,Galinsoga quadriradiata,yes,yes,no,no,yes,yes,0
Galinsoga quadriraditata var. hispida,Galinsoga quadriradiata,yes,yes,no,no,yes,yes,0
Galinsoga urticifolia,Galinsoga quadriradiata,yes,yes,no,no,yes,yes,26
Jaegeria urticifolia,Galinsoga quadriradiata,yes,yes,no,no,yes,yes,0
Sabazia urticifolia,Galinsoga quadriradiata,yes,yes,no,no,yes,yes,1
Sabazia urticifolia var. venezuelensis,Galinsoga quadriradiata,yes,yes,no,no,yes,yes,0
Stemmatella lehmanii,Galinsoga quadriradiata,yes,yes,no,no,yes,yes,0
Stemmatella urticifolia,Galinsoga quadriradiata,yes,yes,no,no,yes,yes,0
Stemmatella urticifolia var. eglandulosa,Galinsoga quadriradiata,yes,yes,no,no,yes,yes,0
Vargasia caracasana,Galinsoga quadriradiata,yes,yes,no,no,yes,yes,1
Vasargia caracasana,Galinsoga quadriradiata,yes,yes,no,no,yes,yes,0
Wiborgia urticifolia,Galinsoga quadriradiata,yes,yes,no,no,yes,yes,0
Galium album,Galium album,no,no,no,no,yes,yes,129393
Galium palustre,Galium palustre,no,no,no,no,yes,yes,362686
Galium saxatile,Galium saxatile,no,no,no,no,yes,yes,127524
Galium uliginosum,Galium uliginosum,no,no,no,no,yes,yes,127943
Galium verticillatum,Galium verticillatum,yes,no,no,no,no,no,1133
Gamochaeta americana,Gamochaeta americana,yes,no,no,no,no,yes,1574
Gamochaeta antillana,Gamochaeta antillana,yes,yes,no,no,yes,yes,0
Gamochaeta subfalcata,Gamochaeta antillana,yes,yes,no,no,yes,yes,223
Gnaphalium antillanum,Gamochaeta antillana,yes,yes,no,no,yes,yes,117
Gnaphalium calviceps,Gamochaeta antillana,yes,yes,no,no,yes,yes,202
Gnaphalium stagnale,Gamochaeta antillana,yes,yes,no,no,yes,yes,13
Gnaphalium subfalcatum,Gamochaeta antillana,yes,yes,no,no,yes,yes,30
Gamochaeta calviceps,Gamochaeta calviceps,no,no,no,no,no,yes,1349
Gamochaeta filaginea,Gamochaeta filaginea,no,no,no,no,no,no,166
Gamochaeta pensylvanica,Gamochaeta pensylvanica,yes,yes,no,no,yes,yes,3146
Gnaphalium pensylvanicum,Gamochaeta pensylvanica,yes,yes,no,no,yes,yes,1196
Gnaphalium peregrinum,Gamochaeta pensylvanica,yes,yes,no,no,yes,yes,1
Gnaphalium purpureum var. spathulatum,Gamochaeta pensylvanica,yes,yes,no,no,yes,yes,0
Gnaphalium spathulatum,Gamochaeta pensylvanica,yes,yes,no,no,yes,yes,0
Gamochaeta purpurea,Gamochaeta purpurea,yes,yes,no,no,yes,yes,7182
Gnaphalium heteroides,Gamochaeta purpurea,yes,yes,no,no,yes,yes,0
Gnaphalium purpureum,Gamochaeta purpurea,yes,yes,no,no,yes,yes,508
Gnaphalium purpureum var. normale,Gamochaeta purpurea,yes,yes,no,no,yes,yes,0
Gnaphalium rosaceum,Gamochaeta purpurea,yes,yes,no,no,yes,yes,9
Garcia nutans,Garcia nutans,yes,no,no,no,yes,no,178
Gardenia jasminoides,Gardenia jasminoides,yes,no,no,no,yes,yes,1845
Garnotia stricta,Garnotia stricta,yes,no,no,no,no,yes,257
Gastridium phleoides,Gastridium phleoides,no,no,no,no,yes,yes,1307
Gastridium ventricosum,Gastridium ventricosum,yes,no,no,no,yes,yes,6061
Gaultheria shallon,Gaultheria shallon,yes,no,no,no,yes,yes,4247
Genista hispanica,Genista hispanica,yes,no,no,no,yes,yes,16973
Genista januensis,Genista januensis,yes,no,no,no,no,no,110
Genista monspessulana,Genista monspessulana,yes,no,no,no,yes,yes,10681
Genista numidica,Genista numidica,yes,no,no,no,yes,no,19
Genista stenopetala,Genista stenopetala,yes,no,no,no,yes,yes,449
Gentiana acaulis subsp. clusii,Gentiana acaulis subsp. clusii,no,no,no,no,no,no,0
Gentiana clusii,Gentiana clusii,no,no,no,no,yes,yes,8714
Geoffroea decorticans,Geoffroea decorticans,yes,no,no,no,no,yes,276
Geranium berteroanum,Geranium berteroanum,yes,no,no,no,yes,yes,520
Geranium submolle,Geranium berteroanum,yes,no,no,no,yes,yes,2
Geranium himalayense,Geranium himalayense,yes,no,no,no,yes,yes,357
Geranium homeanum,Geranium homeanum,yes,no,no,no,yes,yes,3760
Geranium lucidum,Geranium lucidum,yes,no,no,no,yes,yes,27056
Geranium maderense,Geranium maderense,yes,no,no,no,yes,yes,96
Geranium nepalense,Geranium nepalense,yes,no,no,no,yes,yes,1216
Geranium pratense,Geranium pratense,yes,no,no,no,yes,yes,42600
Geranium psilostemon,Geranium psilostemon,yes,no,no,no,yes,yes,87
Geranium robertianum,Geranium robertianum,yes,no,no,no,yes,yes,434557
Geranium sylvaticum,Geranium sylvaticum,no,no,no,no,yes,yes,147026
Geranium thunbergii,Geranium thunbergii,yes,no,no,no,yes,yes,1319
Geranium versicolor,Geranium versicolor,yes,no,no,no,yes,yes,352
Geranium rubescens,Geranium yeoi,yes,no,no,no,yes,yes,7
Geranium rubescens,Geranium yeoi,yes,no,no,no,yes,yes,7
Geranium yeoi,Geranium yeoi,yes,no,no,no,yes,yes,148
Geum aleppicum,Geum aleppicum,yes,no,no,no,yes,yes,3448
Geum humifusum,Geum humifusum,no,no,no,no,no,yes,0
Geum urbanum,Geum urbanum,yes,no,no,no,yes,yes,401243
Geum verrucosum,Geum verrucosum,no,no,no,no,no,yes,0
Gladiolus blandus,Gladiolus carneus,no,no,no,no,yes,yes,5
Gladiolus carneus,Gladiolus carneus,no,no,no,no,yes,yes,799
Gladiolus adlamii,Gladiolus dalenii,no,yes,no,no,yes,yes,0
Gladiolus affinis,Gladiolus dalenii,no,yes,no,no,yes,yes,0
Gladiolus angolensis,Gladiolus dalenii,no,yes,no,no,yes,yes,0
Gladiolus barnardii,Gladiolus dalenii,no,yes,no,no,yes,yes,0
Gladiolus boehmii,Gladiolus dalenii,no,yes,no,no,yes,yes,0
Gladiolus buettneri,Gladiolus dalenii,no,yes,no,no,yes,yes,0
Gladiolus caffensis,Gladiolus dalenii,no,yes,no,no,yes,yes,1
Gladiolus calothyrsus,Gladiolus dalenii,no,yes,no,no,yes,yes,0
Gladiolus coccineus,Gladiolus dalenii,no,yes,no,no,yes,yes,0
Gladiolus cooperi,Gladiolus dalenii,no,yes,no,no,yes,yes,0
Gladiolus corneus,Gladiolus dalenii,no,yes,no,no,yes,yes,1
Gladiolus dalenii,Gladiolus dalenii,no,yes,no,no,yes,yes,1124
Gladiolus dracocephalus,Gladiolus dalenii,no,yes,no,no,yes,yes,0
Gladiolus fuscoviridis,Gladiolus dalenii,no,yes,no,no,yes,yes,0
Gladiolus gallaensis,Gladiolus dalenii,no,yes,no,no,yes,yes,0
Gladiolus garnieri,Gladiolus dalenii,no,yes,no,no,yes,yes,0
Gladiolus garuanus,Gladiolus dalenii,no,yes,no,no,yes,yes,0
Gladiolus hockii,Gladiolus dalenii,no,yes,no,no,yes,yes,0
Gladiolus ignescens,Gladiolus dalenii,no,yes,no,no,yes,yes,0
Gladiolus kilimandscharicus,Gladiolus dalenii,no,yes,no,no,yes,yes,0
Gladiolus leichtlinii,Gladiolus dalenii,no,yes,no,no,yes,yes,1
Gladiolus leptophyllus,Gladiolus dalenii,no,yes,no,no,yes,yes,0
Gladiolus louwii,Gladiolus dalenii,no,yes,no,no,yes,yes,0
Gladiolus luembensis,Gladiolus dalenii,no,yes,no,no,yes,yes,0
Gladiolus luteolus,Gladiolus dalenii,no,yes,no,no,yes,yes,0
Gladiolus natalensis,Gladiolus dalenii,no,yes,no,no,yes,yes,162
Gladiolus newii,Gladiolus dalenii,no,yes,no,no,yes,yes,1
Gladiolus pageae,Gladiolus dalenii,no,yes,no,no,yes,yes,0
Gladiolus platyphyllus,Gladiolus dalenii,no,yes,no,no,yes,yes,1
Gladiolus primulinus,Gladiolus dalenii,no,yes,no,no,yes,yes,1
Gladiolus psittacinus,Gladiolus dalenii,no,yes,no,no,yes,yes,59
Gladiolus quartinianus,Gladiolus dalenii,no,yes,no,no,yes,yes,14
Gladiolus retrocurvus,Gladiolus dalenii,no,yes,no,no,yes,yes,0
Gladiolus saltatorum,Gladiolus dalenii,no,yes,no,no,yes,yes,0
Gladiolus splendidus,Gladiolus dalenii,no,yes,no,no,yes,yes,0
Gladiolus sulphureus,Gladiolus dalenii,no,yes,no,no,yes,yes,0
Gladiolus taylorianus,Gladiolus dalenii,no,yes,no,no,yes,yes,0
Gladiolus tysonii,Gladiolus dalenii,no,yes,no,no,yes,yes,1
Watsonia natalensis,Gladiolus dalenii,no,yes,no,no,yes,yes,0
Gladiolus palustris,Gladiolus palustris,no,no,no,no,yes,yes,1751
Glandularia aristigera,Glandularia aristigera,yes,yes,no,no,yes,yes,1692
Glandularia pulchella var. gracilior,Glandularia aristigera,yes,yes,no,no,yes,yes,1
Glandularia tenuisecta,Glandularia aristigera,yes,yes,no,no,yes,yes,11
Verbena aristigera,Glandularia aristigera,yes,yes,no,no,yes,yes,135
Verbena erinoides var. alba,Glandularia aristigera,yes,yes,no,no,yes,yes,0
Verbena pulchella var. gracilior,Glandularia aristigera,yes,yes,no,no,yes,yes,0
Verbena tenuisecta,Glandularia aristigera,yes,yes,no,no,yes,yes,93
Verbena tenuisecta forma alba,Glandularia aristigera,yes,yes,no,no,yes,yes,0
Verbena tenuisecta var. alba,Glandularia aristigera,yes,yes,no,no,yes,yes,1
Verbena tenuisecta var. glabrata,Glandularia aristigera,yes,yes,no,no,yes,yes,1
Glandularia peruviana,Glandularia peruviana,no,no,no,no,yes,yes,580
Chrysanthemum coronarium,Glebionis coronaria,yes,yes,no,no,yes,yes,3477
Chrysanthemum coronarium var. discolor,Glebionis coronaria,yes,yes,no,no,yes,yes,5
Glebionis coronaria,Glebionis coronaria,yes,yes,no,no,yes,yes,6671
Matricaria coronaria,Glebionis coronaria,yes,yes,no,no,yes,yes,0
Pinardia coronaria,Glebionis coronaria,yes,yes,no,no,yes,yes,19
Pyrethrum breviradiatum,Glebionis coronaria,yes,yes,no,no,yes,yes,0
Glechoma racemosa,Glechoma racemosa,no,no,no,no,no,no,0
Globularia punctata,Globularia punctata,yes,no,no,no,yes,no,2923
Globulea pubescens,Globulea pubescens,no,no,no,no,no,no,0
Glossostigma cleistanthum,Glossostigma cleistanthum,yes,no,no,no,yes,yes,215
Glossostigma elatinoides,Glossostigma elatinoides,no,no,no,no,no,no,639
Glyceria canadensis,Glyceria canadensis,no,no,no,no,yes,yes,1388
Glyceria declinata,Glyceria declinata,yes,no,no,no,yes,yes,27806
Glyceria fluitans,Glyceria fluitans,yes,no,no,no,yes,yes,279154
Glyceria maxima,Glyceria maxima,yes,no,no,no,yes,yes,184632
Amyris axilliflora,Glycosmis parviflora,yes,yes,no,no,yes,yes,0
Glycosmis citrifolia,Glycosmis parviflora,yes,yes,no,no,yes,yes,407
Glycosmis parviflora,Glycosmis parviflora,yes,yes,no,no,yes,yes,572
Limonia citrifolia,Glycosmis parviflora,yes,yes,no,no,yes,yes,0
Limonia parviflora,Glycosmis parviflora,yes,yes,no,no,yes,yes,0
Glycosmis pentaphylla,Glycosmis pentaphylla,yes,no,no,no,no,no,257
Gmelina arborea,Gmelina arborea,yes,yes,no,no,yes,yes,1350
Gmelina arborea forma dentata,Gmelina arborea,yes,yes,no,no,yes,yes,0
Gmelina arborea var. canescens,Gmelina arborea,yes,yes,no,no,yes,yes,1
Gmelina arborea var. glaucescens,Gmelina arborea,yes,yes,no,no,yes,yes,2
Gmelina rheedei,Gmelina arborea,yes,yes,no,no,yes,yes,0
Premna arborea,Gmelina arborea,yes,yes,no,no,yes,yes,0
Gnaphalium americanum,Gnaphalium americanum,no,no,no,no,yes,yes,276
Gnaphalium americanum,Gnaphalium americanum,no,no,no,no,yes,yes,276
Gnaphalium filagineum,Gnaphalium filagineum,no,no,no,no,yes,no,6
Gnaphalium gaudichaudianum,Gnaphalium gaudichaudianum,no,no,no,no,no,yes,188
Gnaphalium sphaericum,Gnaphalium sphaericum,no,no,no,no,no,yes,0
Filaginella ulginosa,Gnaphalium uliginosum,yes,no,no,no,yes,yes,0
Filaginella uliginosa,Gnaphalium uliginosum,yes,no,no,no,yes,yes,1375
Gnaphalium uliginosum,Gnaphalium uliginosum,yes,no,no,no,yes,yes,132001
Gnaphalium undulatum,Gnaphalium undulatum,yes,no,no,no,yes,yes,21
Goldbachia laevigata,Goldbachia laevigata,yes,no,no,no,yes,yes,286
Gomphocarpus physocarpus,Gomphocarpus physocarpus,yes,no,no,no,yes,yes,1666
Goniolimon tataricum,Goniolimon tataricum,yes,no,no,no,yes,yes,307
Goodyera repens,Goodyera repens,no,no,no,no,yes,yes,49118
Gracilaria salicornia,Gracilaria salicornia,yes,no,no,no,no,yes,403
Graptopetalum paraguayense,Graptopetalum paraguayense,yes,no,no,no,no,yes,21
Grateloupia turuturu,Grateloupia turuturu,yes,no,no,no,no,yes,682
Gratiola officinalis,Gratiola officinalis,yes,no,no,no,yes,yes,8870
Grindelia acutifolia,Grindelia hirsutula,no,no,no,no,yes,yes,18
Grindelia arenicola,Grindelia hirsutula,no,no,no,no,yes,yes,3
Grindelia camporum,Grindelia hirsutula,no,no,no,no,yes,yes,472
Grindelia camporum var. bracteosa,Grindelia hirsutula,no,no,no,no,yes,yes,17
Grindelia camporum var. camporum,Grindelia hirsutula,no,no,no,no,yes,yes,29
Grindelia camporum var. parviflora,Grindelia hirsutula,no,no,no,no,yes,yes,0
Grindelia columbiana,Grindelia hirsutula,no,no,no,no,yes,yes,1
Grindelia fastigiata,Grindelia hirsutula,no,no,no,no,yes,yes,22
Grindelia hallii,Grindelia hirsutula,no,no,no,no,yes,yes,51
Grindelia hallii,Grindelia hirsutula,no,no,no,no,yes,yes,51
Grindelia hirsutula,Grindelia hirsutula,no,no,no,no,yes,yes,2206
Grindelia hirsutula ssp. hirsutula,Grindelia hirsutula,no,no,no,no,yes,yes,2
Grindelia hirsutula ssp. rubricaulis,Grindelia hirsutula,no,no,no,no,yes,yes,0
Grindelia hirsutula var. davyi,Grindelia hirsutula,no,no,no,no,yes,yes,94
Grindelia hirsutula var. hallii,Grindelia hirsutula,no,no,no,no,yes,yes,5
Grindelia hirsutula var. hirsutula,Grindelia hirsutula,no,no,no,no,yes,yes,16
Grindelia hirsutula var. maritima,Grindelia hirsutula,no,no,no,no,yes,yes,0
Grindelia humilis,Grindelia hirsutula,no,no,no,no,yes,yes,1
Grindelia inornata,Grindelia hirsutula,no,no,no,no,yes,yes,31
Grindelia inornata var. angusta,Grindelia hirsutula,no,no,no,no,yes,yes,0
Grindelia inornata var. inornata,Grindelia hirsutula,no,no,no,no,yes,yes,1
Grindelia integrifolia var. macrophylla,Grindelia hirsutula,no,no,no,no,yes,yes,12
Grindelia latifolia,Grindelia hirsutula,no,no,no,no,yes,yes,3
Grindelia latifolia ssp. platyphylla,Grindelia hirsutula,no,no,no,no,yes,yes,0
Grindelia latifolia var. latifolia,Grindelia hirsutula,no,no,no,no,yes,yes,0
Grindelia latifolia var. platyphylla,Grindelia hirsutula,no,no,no,no,yes,yes,0
Grindelia maritima,Grindelia hirsutula,no,no,no,no,yes,yes,1
Grindelia nana,Grindelia hirsutula,no,no,no,no,yes,yes,98
Grindelia nana ssp. columbiana,Grindelia hirsutula,no,no,no,no,yes,yes,0
Grindelia nana var. discoidea,Grindelia hirsutula,no,no,no,no,yes,yes,18
Grindelia nana var. integerrima,Grindelia hirsutula,no,no,no,no,yes,yes,0
Grindelia nana var. integrifolia,Grindelia hirsutula,no,no,no,no,yes,yes,0
Grindelia nana var. nana,Grindelia hirsutula,no,no,no,no,yes,yes,83
Grindelia paludosa,Grindelia hirsutula,no,no,no,no,yes,yes,3
Grindelia perennis,Grindelia hirsutula,no,no,no,no,yes,yes,14
Grindelia procera,Grindelia hirsutula,no,no,no,no,yes,yes,0
Grindelia revoluta,Grindelia hirsutula,no,no,no,no,yes,yes,9
Grindelia robusta,Grindelia hirsutula,no,no,no,no,yes,yes,17
Grindelia robusta var. angustifolia,Grindelia hirsutula,no,no,no,no,yes,yes,0
Grindelia robusta var. bracteosa,Grindelia hirsutula,no,no,no,no,yes,yes,0
Grindelia robusta var. robusta,Grindelia hirsutula,no,no,no,no,yes,yes,0
Grindelia squarrosa var. integrifolia,Grindelia hirsutula,no,no,no,no,yes,yes,0
Grindelia squarrosa var. quasiperennis,Grindelia hirsutula,no,no,no,no,yes,yes,44
Grindelia stricta,Grindelia hirsutula,no,no,no,no,yes,yes,300
Grindelia stricta ssp. blakei,Grindelia hirsutula,no,no,no,no,yes,yes,0
Grindelia stricta ssp. venulosa,Grindelia hirsutula,no,no,no,no,yes,yes,1
Grindelia stricta var. angustifolia,Grindelia hirsutula,no,no,no,no,yes,yes,35
Grindelia stricta var. platyphylla,Grindelia hirsutula,no,no,no,no,yes,yes,123
Grindelia stricta var. stricta,Grindelia hirsutula,no,no,no,no,yes,yes,230
Gunnera tinctoria,Gunnera tinctoria,yes,no,no,no,yes,yes,1259
Gymnocoronis spilanthoides,Gymnocoronis spilanthoides,yes,no,no,no,yes,yes,522
Cleome acuta,Gynandropsis gynandra,yes,yes,no,no,yes,yes,0
Cleome affinis,Gynandropsis gynandra,yes,yes,no,no,yes,yes,0
Cleome alliacea,Gynandropsis gynandra,yes,yes,no,no,yes,yes,0
Cleome alliodora,Gynandropsis gynandra,yes,yes,no,no,yes,yes,0
Cleome blumeana,Gynandropsis gynandra,yes,yes,no,no,yes,yes,0
Cleome bungei,Gynandropsis gynandra,yes,yes,no,no,yes,yes,0
Cleome candelabrum,Gynandropsis gynandra,yes,yes,no,no,yes,yes,0
Cleome denticulata,Gynandropsis gynandra,yes,yes,no,no,yes,yes,0
Cleome eckloniana,Gynandropsis gynandra,yes,yes,no,no,yes,yes,0
Cleome edulis,Gynandropsis gynandra,yes,yes,no,no,yes,yes,0
Cleome flexuosa,Gynandropsis gynandra,yes,yes,no,no,yes,yes,0
Cleome flexuosa,Gynandropsis gynandra,yes,yes,no,no,yes,yes,0
Cleome gynandra,Gynandropsis gynandra,yes,yes,no,no,yes,yes,1236
Cleome heterotricha,Gynandropsis gynandra,yes,yes,no,no,yes,yes,0
Cleome muricata,Gynandropsis gynandra,yes,yes,no,no,yes,yes,0
Cleome palmipes,Gynandropsis gynandra,yes,yes,no,no,yes,yes,1
Cleome pentaphylla,Gynandropsis gynandra,yes,yes,no,no,yes,yes,0
Cleome triphylla,Gynandropsis gynandra,yes,yes,no,no,yes,yes,0
Gynandropsis affinis,Gynandropsis gynandra,yes,yes,no,no,yes,yes,0
Gynandropsis candelabrum,Gynandropsis gynandra,yes,yes,no,no,yes,yes,0
Gynandropsis denticulata,Gynandropsis gynandra,yes,yes,no,no,yes,yes,0
Gynandropsis glandulosa,Gynandropsis gynandra,yes,yes,no,no,yes,yes,0
Gynandropsis gynandra,Gynandropsis gynandra,yes,yes,no,no,yes,yes,1582
