Preferred scientific name,International common name,Taxonomic group,ISC content,CPC content,Datasheet Type,Domain,Kingdom,Phylum,Class,Order,Family,Invasive Somewhere,Total number of presence records,Number of presence records in neighbouring countries/states,Number of presence records countries/states with matching climate,Total Hosts,Habitats,Plant parts in trade,Pathways,Datasheet URL(s)
Palaeopus costicollis,,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Curculionidae,,2,0,1,3,no data,no data,no data,https://www.cabi.org/cpc/datasheet/38484
Palaeopus grenadensis,,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Curculionidae,,1,0,1,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/38485
Palaeopus subgranulatus,ginger root borer,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Curculionidae,,2,0,2,2,no data,no data,no data,https://www.cabi.org/cpc/datasheet/38486
Palorus genalis,,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Tenebrionidae,,1,0,1,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/38633
Pangaeus aethiops,,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Cydnidae,,1,0,1,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/38695
Panoquina nero,,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Hesperiidae,,1,0,1,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/42439
Pantherophis guttatus,corn snake,Vertebrates,Full datasheet,,invasiveSpecies,Eukaryota,Metazoa,Chordata,Reptilia,Serpentes,Colubridae,invasive,20,0,3,0,,no data,,https://www.cabi.org/isc/datasheet/84655
Papilio anchisiades,swallowtail,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Papilionidae,,6,0,6,2,no data,no data,no data,https://www.cabi.org/cpc/datasheet/38754
Papilio andraemon,swallotail,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Papilionidae,,2,0,2,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/38753
Papilio androgeus,swallowtail,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Papilionidae,,4,0,4,2,no data,no data,no data,https://www.cabi.org/cpc/datasheet/38750
Papilio peleus,,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Papilionidae,,1,0,1,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/38769
Papilio thoas,king page,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Papilionidae,,3,0,2,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/38778
Paraleyrodes goyabae,,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Aleyrodidae,,1,0,1,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/38356
Paraleyrodes urichii,,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Aleyrodidae,,1,0,1,2,no data,no data,no data,https://www.cabi.org/cpc/datasheet/38357
Paraphrissopoda concinata,,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Sarcophagidae,,1,0,1,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/44598
Paratrichodorus pachydermus,,Invertebrates,,Basic datasheet,"pest,vectorOfPlantPest",Eukaryota,Metazoa,Nematoda,,,Trichodoridae,,6,0,1,3,no data,no data,no data,https://www.cabi.org/cpc/datasheet/44683
Parodiella perisporioides,,Fungi/Chromista,,Basic datasheet,pest,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Parodiellaceae,,1,0,1,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/43989
Paromius longulus,,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Lygaeidae,,6,0,2,2,no data,no data,no data,https://www.cabi.org/cpc/datasheet/44230
Paspalum densum,dense crowngrass,Plants,Full datasheet,Full datasheet,"invasiveSpecies,hostPlant",Eukaryota,Plantae,Spermatophyta,Monocotyledonae,Cyperales,Poaceae,invasive,32,0,31,0,,no data,no data,https://www.cabi.org/cpc/datasheet/109601; https://www.cabi.org/isc/datasheet/109601
Paspalum millegrana,,Plants,Basic datasheet,Basic datasheet,"invasiveSpecies,hostPlant",Eukaryota,Plantae,Spermatophyta,Monocotyledonae,Cyperales,Poaceae,invasive,1,0,1,0,no data,no data,no data,https://www.cabi.org/cpc/datasheet/109610; https://www.cabi.org/isc/datasheet/109610
Passalora fusimaculans,,Fungi/Chromista,,Full datasheet,pest,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,,9,0,5,4,no data,no data,no data,https://www.cabi.org/cpc/datasheet/12219
Passalora sequoiae,Passalora needle blight,Fungi/Chromista,Basic datasheet,Basic datasheet,"pest,invasiveSpecies",Eukaryota,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,invasive,1,0,1,1,,no data,no data,https://www.cabi.org/cpc/datasheet/119454; https://www.cabi.org/isc/datasheet/119454
Passalora vaginae,red leaf spot of sugarcane,Fungi/Chromista,,Full datasheet,pest,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,,7,0,7,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/35342
Pelitiopsis,pest of mahogany,,,Basic datasheet,pest,,,,,,,,1,0,1,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/39500
Peltamigratus luci,,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Nematoda,,,Hoplolaimidae,,1,0,1,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/42132
Pepper golden mosaic virus,,Viruses,,Full datasheet,pest,Virus,,,,,Geminiviridae,,8,0,7,4,no data,no data,no data,https://www.cabi.org/cpc/datasheet/9230
Perileucoptera coffeella,coffee leaf miner,Invertebrates,,Full datasheet,"pest,hostAnimal",Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Lyonetiidae,,43,0,40,2,no data,no data,no data,https://www.cabi.org/cpc/datasheet/30486
Peronospora trichotoma,,Fungi/Chromista,,Basic datasheet,pest,Eukaryota,Chromista,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,,1,0,1,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/39736
Phaeocytostroma sacchari,rind disease,Fungi/Chromista,,Basic datasheet,pest,Eukaryota,Fungi,Ascomycota,,,,,3,0,1,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/40085
Phakopsora gossypii,rust: cotton,Fungi/Chromista,,Basic datasheet,pest,Eukaryota,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Phakopsoraceae,,8,0,7,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/40017
Philephedra broadwayi,,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Coccidae,,2,0,2,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/40510
Phlugis teres,,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Orthoptera,Tettigoniidae,,3,0,3,3,no data,no data,no data,https://www.cabi.org/cpc/datasheet/40297
Phoebis sennae,,Invertebrates,,Basic datasheet,"pest,naturalEnemy",Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Pieridae,,6,0,2,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/40066
Phomopsis caricae-papayae,stem rot of pawpaw,Fungi/Chromista,,Basic datasheet,pest,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,,2,0,2,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/40461
Phomopsis ipomoeae-batatas,,Fungi/Chromista,,Basic datasheet,pest,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,,4,0,2,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/40474
Phthia picta,black bug,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Coreidae,,15,0,13,5,no data,no data,no data,https://www.cabi.org/cpc/datasheet/40675
Phyllachora maydis,black spot of maize,Fungi/Chromista,Full datasheet,Full datasheet,"pest,documentedSpecies",Eukaryota,Fungi,Ascomycota,Sordariomycetes,Phyllachorales,Phyllachoraceae,,19,0,18,1,,,,https://www.cabi.org/cpc/datasheet/40876; https://www.cabi.org/isc/datasheet/40876
Phyllophaga antiguae,,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Scarabaeidae,,1,0,1,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/40790
Phyllophaga denticulata,june bug,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Scarabaeidae,,2,0,2,2,no data,no data,no data,https://www.cabi.org/cpc/datasheet/40795
Phyllophaga explanicollis,,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Scarabaeidae,,1,0,1,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/40796
Phyllophaga hogardi,,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Scarabaeidae,,1,0,1,5,no data,no data,no data,https://www.cabi.org/cpc/datasheet/40799
Phyllophaga plaei,,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Scarabaeidae,,4,0,4,4,no data,no data,no data,https://www.cabi.org/cpc/datasheet/40803
Phyllophaga vandinei,,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Scarabaeidae,,2,0,2,3,no data,no data,no data,https://www.cabi.org/cpc/datasheet/40807
Phyllosticta anonicola,,Fungi/Chromista,,Basic datasheet,pest,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,,1,0,1,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/40891
Phyllosticta cajani,phyllosticta leaf spot of pigeon pea,Fungi/Chromista,,Basic datasheet,pest,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,,5,0,3,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/40904
Phyllosticta colocasiae,leaf spot,Fungi/Chromista,,Basic datasheet,pest,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,,5,0,2,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/40905
Phyllosticta colocasiicola,slothole leaf spot,Fungi/Chromista,,Basic datasheet,pest,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,,1,0,1,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/40902
Phyllosticta cucurbitacearum,,Fungi/Chromista,,Basic datasheet,pest,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,,2,0,1,2,no data,no data,no data,https://www.cabi.org/cpc/datasheet/40908
Phyllosticta phaseolina,brown: bean leaf spot,Fungi/Chromista,,Basic datasheet,pest,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,,2,0,2,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/40930
Phyllosticta sechii,,Fungi/Chromista,,Basic datasheet,pest,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,,1,0,1,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/40939
Physarum cinereum,,Protozoa,,Basic datasheet,pest,Eukaryota,Protista,Protozoa,Myxomycetes,Physarales,Physaraceae,,2,0,1,4,no data,no data,no data,https://www.cabi.org/cpc/datasheet/40649
Phytomonas ananas,,Protozoa,,Basic datasheet,pest,Eukaryota,Protista,Protozoa,,Kinetoplastida,Trypanosomatidae,,1,0,1,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/40307
Phytomonas leptovasorum,coffee phloem necrosis,Protozoa,,Basic datasheet,pest,Eukaryota,Protista,Protozoa,,Kinetoplastida,Trypanosomatidae,,3,0,3,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/40308
Phytomonas staheli,hartrot (oil palms),Protozoa,,Full datasheet,"pest,naturalEnemy",Eukaryota,Protista,Protozoa,,Kinetoplastida,Trypanosomatidae,,24,0,18,2,no data,no data,no data,https://www.cabi.org/cpc/datasheet/40309
Pigeon Pea Yellow Mosaic Virus,,Viruses,,Basic datasheet,pest,Virus,,,,,,,1,0,1,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/41748
Pilemia perusialis,tobacco leaf folder,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Crambidae,,7,0,6,5,no data,no data,no data,https://www.cabi.org/cpc/datasheet/41243
Pilocrocis tripunctata,sweet potato leafroller,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Pyralidae,,5,0,2,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/41941
Pinnaspis buxi,,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Diaspididae,,11,0,7,2,no data,no data,no data,https://www.cabi.org/cpc/datasheet/41331
Pityophthorus xylotrupes,,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Scolytidae,,1,0,1,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/45729
Plagiohammus maculosus,coffee borer,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Cerambycidae,,4,0,4,2,no data,no data,no data,https://www.cabi.org/cpc/datasheet/41884
Platydema ruficorne,red horned grain beetle,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Tenebrionidae,,4,0,1,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/42309
Platynota rostrana,"orange, leafroller",Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Tortricidae,,4,0,2,2,no data,no data,no data,https://www.cabi.org/cpc/datasheet/41857
Platynus punctus,,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Carabidae,,1,0,1,0,no data,no data,no data,https://www.cabi.org/cpc/datasheet/118081
Platypus parallelus,,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Platypodidae,,19,0,17,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/41900
Platysenta concisa,,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,,1,0,1,3,no data,no data,no data,https://www.cabi.org/cpc/datasheet/42228
Plectranthus monostachyus,,Plants,,Basic datasheet,pest,Eukaryota,Plantae,Spermatophyta,Dicotyledonae,Lamiales,Lamiaceae,,1,0,1,2,no data,no data,no data,https://www.cabi.org/cpc/datasheet/120259
Ploceus cucullatus,village weaver bird,Vertebrates,Basic datasheet,Basic datasheet,"pest,hostAnimal,invasiveSpecies",Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Ploceidae,invasive,2,0,2,2,no data,no data,no data,https://www.cabi.org/cpc/datasheet/41955; https://www.cabi.org/isc/datasheet/41955
Pococera atramentalis,,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Pyralidae,,1,0,1,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/42530
Podischnus agenor,,Invertebrates,,Basic datasheet,"pest,naturalEnemy",Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Scarabaeidae,,5,0,5,3,no data,no data,no data,https://www.cabi.org/cpc/datasheet/39337
Poekilloptera phalaenoides,,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Flatidae,,4,0,4,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/42682
Polymerus testaceipes,,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Miridae,,3,0,2,2,no data,no data,no data,https://www.cabi.org/cpc/datasheet/42346
Pomoxis nigromaculatus,black crappie,Vertebrates,Full datasheet,,"invasiveSpecies,naturalEnemy,hostAnimal",Eukaryota,Metazoa,Chordata,Actinopterygii,Perciformes,Centrarchidae,invasive,43,0,24,0,,no data,,https://www.cabi.org/isc/datasheet/68536
Potamogeton diversifolius,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Monocotyledonae,Zosterales,Potamogetonaceae,invasive,1,0,1,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/119835
Potato yellow mosaic virus,,Viruses,,Basic datasheet,pest,Virus,,,,,Geminiviridae,,1,0,1,2,no data,no data,no data,https://www.cabi.org/cpc/datasheet/118142
Prepodes quadrivittatus,striped leaf weevil,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Curculionidae,,2,0,2,4,no data,no data,no data,https://www.cabi.org/cpc/datasheet/43800
Prepodes similis,leaf weevil,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Curculionidae,,1,0,1,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/43801
Promecops lunatus,,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Curculionidae,,4,0,3,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/44228
Prosapia bicincta,twolined spittlebug,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Cercopidae,,3,0,2,2,no data,no data,no data,https://www.cabi.org/cpc/datasheet/44637
Prosapia bicincta basalis,,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Cercopidae,,1,0,1,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/44636
Protalebrella brasiliensis,,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Cicadellidae,,2,0,1,4,no data,no data,no data,https://www.cabi.org/cpc/datasheet/41939
Proxys puntulatus,,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Pentatomidae,,1,0,1,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/44574
Psara recordalis,leaf roller,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Pyralidae,,1,0,1,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/44879
Pseudocaecilius citricola,,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Psocoptera,Pseudocaeciliidae,,1,0,1,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/39119
Pseudocercospora carbonacea,leaf spot of yam,Fungi/Chromista,,Basic datasheet,pest,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,,2,0,1,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/12206
Pseudococcus,mealybug,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Pseudococcidae,,1,0,1,2,no data,no data,no data,https://www.cabi.org/cpc/datasheet/45078
Pseudococcus elisae,banana mealybug,Invertebrates,Full datasheet,Full datasheet,"pest,naturalEnemy,invasiveSpecies",Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Pseudococcidae,invasive,14,0,11,7,no data,no data,no data,https://www.cabi.org/cpc/datasheet/45085; https://www.cabi.org/isc/datasheet/45085
Pseudoparlatoria parlatorioides,,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Diaspididae,,1,0,1,0,no data,no data,no data,https://www.cabi.org/cpc/datasheet/118212
Pseudoperonospora portoricensis,,Fungi/Chromista,,Basic datasheet,pest,Eukaryota,Chromista,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,,1,0,1,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/45246
Pteris tripartita,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Pteridophyta,Filicopsida,,Pteridaceae,invasive,1,0,1,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/119836
Pterolepis glomerata,false meadowbeauty,Plants,Full datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Dicotyledonae,Myrtales,Melastomataceae,invasive,32,0,31,0,,no data,,https://www.cabi.org/isc/datasheet/118975
Ptychosperma elegans,,Plants,Basic datasheet,Basic datasheet,"invasiveSpecies,hostPlant",Eukaryota,Plantae,Spermatophyta,Monocotyledonae,Arecales,Arecaceae,invasive,1,0,1,0,no data,no data,no data,https://www.cabi.org/cpc/datasheet/109782; https://www.cabi.org/isc/datasheet/109782
Puccinia chaetochloae,,Fungi/Chromista,,Basic datasheet,pest,Eukaryota,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Pucciniaceae,,4,0,4,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/45758
Puccinia oahuensis,pangola rust,Fungi/Chromista,,Basic datasheet,pest,Eukaryota,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Pucciniaceae,,7,0,7,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/45831
Puccinia pittieriana,common rust of potato,Fungi/Chromista,Full datasheet,Full datasheet,"pest,documentedSpecies",Eukaryota,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Pucciniaceae,,12,0,11,20,,,,https://www.cabi.org/cpc/datasheet/45847; https://www.cabi.org/isc/datasheet/45847
Pulvinaria ficus,guava mealy scale,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Coccidae,,4,0,4,3,no data,no data,no data,https://www.cabi.org/cpc/datasheet/45918
Puto barberi,,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Pseudococcidae,,7,0,7,4,no data,no data,no data,https://www.cabi.org/cpc/datasheet/45951
Pycnarthrum pallidum,,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Scolytidae,,1,0,1,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/42383
Pycnoderes quadrimaculatus,black bug,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Miridae,,8,0,7,4,no data,no data,no data,https://www.cabi.org/cpc/datasheet/39173
Pyropyga incognita,,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Lampyridae,,1,0,1,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/46121
Quail pea mosaic virus,,Viruses,,Basic datasheet,pest,Virus,,,,Picornavirales,Secoviridae,,4,0,4,3,no data,no data,no data,https://www.cabi.org/cpc/datasheet/46215
